1	0.8729
2	0.9655
3	0.9664
4	0.9969
5	0.9904
6	0.9905
7	0.9955
8	0.9868
9	0.9949
10	0.9943
11	0.9936
12	0.9856
13	0.9878
14	0.9878
15	0.9043
16	0.9959
17	0.9975
18	0.9721
19	0.9945
20	0.9883
21	0.9948
22	0.9937
23	0.8834
24	0.9968
25	0.9968
26	0.9926
27	0.9940
28	0.9835
29	0.9967
30	0.9919
31	0.9909
32	0.9985
33	0.9734
34	0.9970
35	0.9902
36	0.9899
37	0.9899
38	0.9892
39	0.9902
40	0.9967
41	0.9975
42	0.9903
43	0.9895
44	0.9664
45	0.9972
46	0.9835
47	0.0000
48	0.9972
49	0.9942
50	0.9914
51	0.9883
52	0.9941
53	0.9869
54	0.9869
55	0.9975
56	0.9915
57	0.9898
58	0.9715
59	0.9781
60	0.9920
61	0.9909
62	0.8834
63	0.9925
64	0.9980
65	0.9974
66	0.9829
67	0.9821
68	0.9989
69	0.9263
70	0.9981
71	0.9877
72	0.9953
73	0.9905
74	0.9979
75	0.9936
76	0.9046
77	0.0000
78	0.9880
79	0.9981
80	0.9913
81	0.9864
82	0.9825
83	0.9102
84	0.9851
85	0.9916
86	0.9957
87	0.9974
88	0.9971
89	0.9978
90	0.9974
91	0.9943
92	0.9829
93	0.9976
94	0.9973
95	0.9902
96	0.9966
97	0.9946
98	0.9973
99	0.9924
100	0.9823
101	0.9580
102	0.9818
103	0.9909
104	0.9959
105	0.9948
106	0.9911
107	0.9923
108	0.9906
109	0.0000
110	0.9959
111	0.9956
112	0.9934
113	0.9940
114	0.9134
115	0.9919
116	0.9897
117	0.9856
118	0.9945
119	0.9959
120	0.9895
121	0.9971
122	0.9594
123	0.9848
124	0.9847
125	0.9878
126	0.9663
127	0.9927
128	0.9805
129	0.9919
130	0.9930
131	0.9930
132	0.9832
133	0.9950
134	0.9923
135	0.9958
136	0.9955
137	0.9779
138	0.9985
139	0.9964
140	0.9977
141	0.9923
142	0.9968
143	0.9975
144	0.9892
145	0.9289
146	0.9940
147	0.9778
148	0.9959
149	0.1266
150	0.0000
151	0.9977
152	0.9976
153	0.9981
154	0.9869
155	0.9566
156	0.9965
157	0.9936
158	0.9827
159	0.9069
160	0.9823
161	0.9758
162	0.9788
163	0.9890
164	0.9935
165	0.9839
166	0.9872
167	0.9953
168	0.9827
169	0.9649
170	0.0000
171	0.9881
172	0.9973
173	0.9974
174	0.9906
175	0.9950
176	0.9945
177	0.9914
178	0.9909
179	0.9909
180	0.9913
181	0.9923
182	0.0003
183	0.9880
184	0.9953
185	0.9925
186	0.0000
187	0.9927
188	0.9562
189	0.9569
190	0.9314
191	0.9921
192	0.8822
193	0.9668
194	0.9955
195	0.9917
196	0.9817
197	0.9640
198	0.9989
199	0.9976
200	0.9903
201	0.9882
202	0.9865
203	0.9862
204	0.9898
205	0.9879
206	0.9516
207	0.9946
208	0.9898
209	0.9898
210	0.9731
211	0.9953
212	0.9922
213	0.9967
214	0.9967
215	0.9970
216	0.9902
217	0.9985
218	0.9970
219	0.9891
220	0.0790
221	0.9886
222	0.9858
223	0.9827
224	0.9977
225	0.9879
226	0.9961
227	0.9887
228	0.9904
229	0.8770
230	0.9563
231	0.9805
232	0.9816
233	0.9964
234	0.9975
235	0.9966
236	0.9933
237	0.9967
238	0.9294
239	0.9853
240	0.9736
241	0.9895
242	0.9863
243	0.9929
244	0.9968
245	0.9943
246	0.9914
247	0.9928
248	0.9881
249	0.9975
250	0.9949
251	0.0000
252	0.9979
253	0.9880
254	0.9926
255	0.9962
256	0.9945
257	0.9960
258	0.9984
259	0.9845
260	0.9716
261	0.9950
262	0.9924
263	0.9985
264	0.9971
265	0.9917
266	0.9955
267	0.9856
268	0.9851
269	0.9918
270	0.9918
271	0.9899
272	0.9883
273	0.9953
274	0.9952
275	0.9859
276	0.8651
277	0.9957
278	0.9971
279	0.9926
280	0.9908
281	0.9926
282	0.9859
283	0.9904
284	0.9904
285	0.9840
286	0.9844
287	0.9888
288	0.9883
289	0.9883
290	0.9876
291	0.9784
292	0.9915
293	0.9949
294	0.9867
295	0.9948
296	0.8857
297	0.9289
298	0.9934
299	0.9829
300	0.9794
301	0.9794
302	0.9891
303	0.9940
304	0.9940
305	0.9845
306	0.9845
307	0.9897
308	0.9891
309	0.9141
310	0.9931
311	0.9309
312	0.9892
313	0.9887
314	0.9890
315	0.9964
316	0.9883
317	0.9984
318	0.9957
319	0.9910
320	0.9933
321	0.9956
322	0.9806
323	0.9829
324	0.9829
325	0.9915
326	0.8521
327	0.8715
328	0.9593
329	0.9848
330	0.9770
331	0.9769
332	0.9695
333	0.9709
334	0.9816
